gene,gscore,druggable,A,B
EBF1,0.25,False,False,True
EBF3,0.149999999999999994,False,False,True
ECE2,0.225000000000000006,False,False,True
ECEL1,0.149999999999999994,False,False,True
ECHDC2,0.0749999999999999972,False,False,True
ECHS1,0.34760000000000002,True,False,True
ECI1,0.195000000000000007,True,False,True
ECM1,0.0749999999999999972,False,False,True
ECT2,0.149999999999999994,False,False,True
EDARADD,0.0749999999999999972,False,False,True
EDC4,0.174999999999999989,False,False,True
EDDM3A,0,False,False,True
EDEM1,0.149999999999999994,False,False,True
EDEM2,0.149999999999999994,False,False,True
EDF1,0.149999999999999994,False,False,True
EDIL3,0.149999999999999994,False,False,True
EDRF1,0,False,False,True
EED,0.0749999999999999972,False,False,True
EEF1A1,0.349100000000000021,True,False,True
EEF1AKMT2,0,False,False,True
EEF1AKMT3,0,False,False,True
EEF1D,0.444699999999999984,False,False,True
EEF1E1,0.0749999999999999972,False,False,True
EFCAB11,0,False,False,True
EFCAB12,0,False,False,True
EFCAB8,0,False,False,True
EFCAB9,0,False,False,True
EFEMP1,0.225000000000000006,False,False,True
EFHB,0.0749999999999999972,False,False,True
EFHC1,0.0749999999999999972,False,False,True
EFHD1,0.0749999999999999972,False,False,True
EFNA1,0.149999999999999994,False,False,True
EFNA2,0.225000000000000006,False,False,True
EFNA3,0.149999999999999994,False,False,True
EFNA4,0.225000000000000006,False,False,True
EGFL8,0.149999999999999994,False,False,True
EGFLAM,0.0749999999999999972,False,False,True
EGFR,0.864800000000000013,True,True,True
EGLN1,0.459199999999999997,True,False,True
EGLN3,0.388900000000000023,True,False,True
EGR4,0.149999999999999994,False,False,True
EHD1,0.149999999999999994,False,False,True
EHD2,0.0749999999999999972,False,False,True
EHF,0.0749999999999999972,False,False,True
EHMT1,0.149999999999999994,False,False,True
EIF1B,0.0749999999999999972,False,False,True
EIF2A,0.149999999999999994,False,False,True
EIF2AK4,0.149999999999999994,False,False,True
EIF2B2,0.149999999999999994,False,False,True
EIF2B3,0.149999999999999994,False,False,True
EIF2B5,0.315500000000000003,False,False,True
EIF3A,0.225000000000000006,False,False,True
EIF3B,0.149999999999999994,False,False,True
EIF3D,0.149999999999999994,False,False,True
EIF3E,0.25,False,False,True
EIF3G,0.149999999999999994,False,False,True
EIF3H,0.354899999999999993,False,False,True
EIF3I,0.149999999999999994,False,False,True
EIF3J,0.149999999999999994,False,False,True
EIF4A2,0.275000000000000022,False,False,True
EIF4A3,0.225000000000000006,False,False,True
EIF4E2,0.0749999999999999972,False,False,True
EIF4E3,0.149999999999999994,False,False,True
EIF4EBP1,0.379000000000000004,False,False,True
EIF4EBP2,0.0749999999999999972,False,False,True
EIF4H,0.149999999999999994,False,False,True
EIF5,0.149999999999999994,False,False,True
EIF5B,0.149999999999999994,False,False,True
EIF6,0.225000000000000006,False,False,True
EIPR1,0,False,False,True
ELAC1,0.225000000000000006,False,True,True
ELF1,0.0749999999999999972,False,False,True
ELF3,0.299999999999999989,False,False,True
ELFN1,0.149999999999999994,False,False,True
ELL,0.519000000000000017,False,False,True
ELL3,0.0749999999999999972,False,False,True
ELMO1,0.149999999999999994,False,False,True
ELMO2,0.149999999999999994,False,False,True
ELMO3,0.149999999999999994,False,False,True
ELMOD1,0.149999999999999994,False,False,True
ELMOD3,0.0749999999999999972,False,False,True
ELOA,0,False,False,True
ELOA3B,0,False,False,True
ELOVL1,0.0749999999999999972,False,False,True
ELOVL2,0.225000000000000006,False,False,True
ELOVL3,0.0749999999999999972,False,False,True
EMB,0.149999999999999994,False,False,True
EMC1,0,False,False,True
EMC2,0,False,False,True
EMD,0.149999999999999994,False,False,True
EME1,0.0749999999999999972,False,False,True
EMID1,0.0749999999999999972,False,False,True
EMILIN2,0.0749999999999999972,False,False,True
EMILIN3,0.0749999999999999972,False,False,True
EML2-AS1,0,False,False,True
EML4,0.174999999999999989,False,False,True
EML5,0.149999999999999994,False,False,True
EML6,0.0749999999999999972,False,False,True
EMP1,0.0749999999999999972,False,False,True
EMX1,0.149999999999999994,False,False,True
EN1,0.149999999999999994,False,False,True
ENC1,0.149999999999999994,False,False,True
ENDOV,0,False,False,True
ENGASE,0.149999999999999994,False,False,True
ENKD1,0,False,False,True
ENO2,0.0749999999999999972,True,False,True
ENO4,0,False,False,True
ENPP2,0.149999999999999994,False,False,True
ENPP5,0.0749999999999999972,False,False,True
ENPP7,0.0749999999999999972,False,False,True
ENSA,0.225000000000000006,False,False,True
ENTPD1,0.225000000000000006,False,False,True
ENTPD2,0.149999999999999994,False,False,True
EP300,0.691799999999999971,False,False,True
EPAS1,0.475100000000000022,False,False,True
EPB41,0.496800000000000019,False,False,True
EPB41L4A,0.149999999999999994,False,False,True
EPB41L4A-AS1,0,False,False,True
EPC1,0.0749999999999999972,False,False,True
EPDR1,0.149999999999999994,False,False,True
EPGN,0.0749999999999999972,False,False,True
EPHA1,0.209699999999999998,False,False,True
EPHA2,0.174999999999999989,True,False,True
EPHA3,0.200000000000000011,True,False,True
EPHA5,0.319000000000000006,False,False,True
EPHA7,0.261699999999999988,True,True,True
EPHB1,0.263500000000000012,False,False,True
EPHB4,0.520100000000000007,True,False,True
EPHX3,0.149999999999999994,False,False,True
EPM2AIP1,0.149999999999999994,False,False,True
EPN2,0.149999999999999994,False,False,True
EPOP,0,False,False,True
EPPIN,0,False,False,True
EPRS,0.349999999999999978,True,False,True
EPS15L1,0.149999999999999994,False,False,True
EPS8L1,0.0749999999999999972,False,False,True
EPS8L2,0.149999999999999994,False,False,True
ERBB2,0.717999999999999972,True,True,True
ERBB3,0.569899999999999962,True,True,True
ERC1,0.25,False,False,True
ERCC1,0.3629,False,False,True
ERCC2,0.60199999999999998,False,False,True
ERCC4,0.436199999999999977,False,False,True
ERCC5,0.174999999999999989,False,False,True
ERCC6,0.359999999999999987,False,False,True
ERCC6L,0.149999999999999994,False,False,True
ERCC6L2,0,False,False,True
ERG,0.525900000000000034,False,False,True
ERG28,0,False,False,True
ERGIC1,0.149999999999999994,False,False,True
ERGIC2,0.149999999999999994,False,False,True
ERH,0.149999999999999994,False,False,True
ERI1,0.149999999999999994,False,False,True
ERI2,0.149999999999999994,False,False,True
ERICH6,0,False,False,True
ERLEC1,0.0749999999999999972,False,False,True
ERLIN2,0.149999999999999994,False,True,True
ERMP1,0.149999999999999994,False,True,True
ERN1,0.307099999999999984,False,False,True
ERP27,0.0749999999999999972,False,False,True
ERP44,0.149999999999999994,False,False,True
ERRFI1,0.0749999999999999972,False,False,True
ERVV-1,0,False,False,True
ERVV-2,0,False,False,True
ESF1,0.0749999999999999972,False,False,True
ESPN,0.149999999999999994,False,False,True
ESPNL,0.0749999999999999972,False,False,True
ESR1,0.628199999999999981,True,False,True
ESR2,0.420499999999999985,True,False,True
ESRRG,0.225000000000000006,True,False,True
ESYT1,0.149999999999999994,False,False,True
ESYT2,0.149999999999999994,False,False,True
ESYT3,0.0749999999999999972,False,False,True
ETAA1,0.0749999999999999972,False,False,True
ETF1,0.149999999999999994,False,False,True
ETFRF1,0,False,False,True
ETHE1,0.149999999999999994,False,False,True
ETNPPL,0,False,False,True
ETV3,0.149999999999999994,False,False,True
ETV6,0.346100000000000019,False,False,True
EVA1B,0,False,False,True
EVC,0.149999999999999994,False,False,True
EVI2A,0.149999999999999994,False,False,True
EVI5,0.0749999999999999972,False,False,True
EVPL,0.225000000000000006,False,False,True
EVX1,0.149999999999999994,False,False,True
EWSR1,0.406499999999999972,False,False,True
EXD1,0,False,False,True
EXO1,0.0749999999999999972,False,False,True
EXOC1,0.0749999999999999972,False,False,True
EXOC3-AS1,0,False,False,True
EXOC3L4,0,False,False,True
EXOC6,0.149999999999999994,False,False,True
EXOC6B,0.149999999999999994,False,False,True
EXOSC3,0.0749999999999999972,False,False,True
EXOSC6,0.149999999999999994,False,False,True
EXOSC8,0.149999999999999994,False,False,True
EXT1,0.25,False,True,True
EXT2,0.25,False,False,True
EXTL1,0.0749999999999999972,False,False,True
EXTL2,0.0749999999999999972,True,False,True
EXTL3,0.149999999999999994,False,False,True
EYA3,0.0749999999999999972,False,False,True
EYS,0.149999999999999994,False,True,True
EZH1,0.149999999999999994,False,False,True
EZH2,0.711200000000000054,False,False,True
F12,0.0749999999999999972,True,False,True
F13A1,0.0749999999999999972,True,False,True
F2,0.408100000000000018,True,False,True
F2R,0.0749999999999999972,True,False,True
F7,0.466500000000000026,True,False,True
F9,0.207800000000000012,True,False,True
FA2H,0.149999999999999994,False,False,True
FAAP100,0,False,False,True
FAAP20,0,False,False,True
FAAP24,0,False,False,True
FABP12,0.0749999999999999972,False,False,True
FABP3,0.0749999999999999972,False,False,True
FABP4,0.0749999999999999972,False,False,True
FABP7,0.149999999999999994,False,False,True
FADD,0.149999999999999994,False,False,True
FADS2,0.353800000000000003,True,False,True
FADS6,0.149999999999999994,False,False,True
FAHD2A,0.0749999999999999972,False,False,True
FAIM,0.0749999999999999972,False,False,True
FAM102A,0.0749999999999999972,False,False,True
FAM102B,0.0749999999999999972,False,False,True
FAM104B,0.0749999999999999972,False,False,True
FAM107A,0.0749999999999999972,False,False,True
FAM110B,0.149999999999999994,False,False,True
FAM110C,0.0749999999999999972,False,False,True
FAM114A1,0.0749999999999999972,False,False,True
FAM117B,0,False,False,True
FAM118B,0.149999999999999994,False,False,True
FAM124A,0.149999999999999994,False,False,True
FAM124B,0.0749999999999999972,False,False,True
FAM126A,0.149999999999999994,False,False,True
FAM126B,0.0749999999999999972,False,False,True
FAM129B,0.125,False,False,True
FAM129C,0.149999999999999994,False,False,True
FAM131A,0.149999999999999994,False,False,True
FAM133B,0.149999999999999994,False,False,True
FAM135B,0.149999999999999994,False,False,True
FAM136A,0.0749999999999999972,False,False,True
FAM149A,0.0749999999999999972,False,False,True
FAM153B,0.149999999999999994,False,False,True
FAM159A,0.0749999999999999972,False,False,True
FAM159B,0,False,False,True
FAM162B,0.0749999999999999972,False,False,True
FAM163A,0.0749999999999999972,False,False,True
FAM169A,0.0749999999999999972,False,False,True
FAM171A2,0.0749999999999999972,False,False,True
FAM171B,0.0749999999999999972,False,False,True
FAM172A,0.149999999999999994,False,False,True
FAM174B,0.0749999999999999972,False,False,True
FAM177A1,0.0749999999999999972,False,False,True
FAM178B,0.0749999999999999972,False,False,True
FAM180A,0.0749999999999999972,False,False,True
FAM181A,0.0749999999999999972,False,False,True
FAM185A,0.0749999999999999972,False,False,True
FAM189B,0.149999999999999994,False,False,True
FAM198A,0.149999999999999994,False,False,True
FAM198B,0.149999999999999994,False,False,True
FAM200A,0.0749999999999999972,False,False,True
FAM200B,0.0749999999999999972,False,False,True
FAM204A,0,False,False,True
FAM206A,0,False,False,True
FAM208B,0.0749999999999999972,False,False,True
FAM209A,0,False,False,True
FAM20A,0.0749999999999999972,False,False,True
FAM20B,0.149999999999999994,False,False,True
FAM212A,0,False,False,True
FAM213B,0,False,False,True
FAM214B,0,False,False,True
FAM219A,0,False,False,True
FAM220A,0,False,False,True
FAM222B,0,False,False,True
FAM227B,0,False,False,True
FAM229A,0,False,False,True
FAM234B,0,False,False,True
FAM24B,0.149999999999999994,False,False,True
FAM25G,0,False,False,True
FAM26E,0.0749999999999999972,False,False,True
FAM3A,0.0749999999999999972,False,False,True
FAM3B,0.0749999999999999972,False,False,True
FAM3D,0.0749999999999999972,False,False,True
FAM46A,0.149999999999999994,False,False,True
FAM49A,0.0749999999999999972,False,False,True
FAM53B,0.149999999999999994,False,False,True
FAM57B,0.149999999999999994,False,False,True
FAM69A,0,False,False,True
FAM69B,0.0749999999999999972,False,False,True
FAM71F2,0.0749999999999999972,False,False,True
FAM76B,0.0749999999999999972,False,False,True
FAM83A,0.149999999999999994,False,False,True
FAM83B,0.0749999999999999972,False,False,True
FAM83C,0.149999999999999994,False,False,True
FAM83D,0.149999999999999994,False,False,True
FAM83E,0.0749999999999999972,False,False,True
FAM83H,0.149999999999999994,False,False,True
FAM84A,0.149999999999999994,False,False,True
FAM84B,0.149999999999999994,False,False,True
FAM86B1,0.149999999999999994,False,False,True
FAM86C1,0,False,False,True
FAM8A1,0.0749999999999999972,False,False,True
FAM92A,0,False,False,True
FAM96A,0.0749999999999999972,False,False,True
FAM96B,0.0749999999999999972,False,False,True
FAM98C,0.0749999999999999972,False,False,True
FANCA,0.349999999999999978,False,False,True
FANCC,0.25,False,False,True
FANCD2,0.364900000000000002,False,False,True
FANCF,0.389100000000000001,False,False,True
FANCG,0.457899999999999974,False,False,True
FANCI,0.0749999999999999972,False,False,True
FANCL,0.352399999999999991,False,False,True
FANCM,0.149999999999999994,False,False,True
FAR1,0.0749999999999999972,False,False,True
FAR2,0,False,False,True
FARSA,0.0749999999999999972,True,False,True
FARSB,0.0749999999999999972,True,False,True
FAS,0.479399999999999993,False,False,True
FASLG,0.0749999999999999972,False,False,True
FASN,0.344600000000000017,True,False,True
FAT2,0.225000000000000006,False,False,True
FAT3,0.0749999999999999972,False,False,True
FATE1,0,False,False,True
FAU,0.149999999999999994,False,False,True
FAXC,0,False,False,True
FBL,0.149999999999999994,False,False,True
FBLN5,0.149999999999999994,False,False,True
FBLN7,0.0749999999999999972,False,False,True
FBN3,0.0749999999999999972,False,False,True
FBP1,0.149999999999999994,True,False,True
FBP2,0.149999999999999994,False,False,True
FBXL12,0.149999999999999994,False,False,True
FBXL13,0.149999999999999994,False,False,True
FBXL14,0.149999999999999994,False,False,True
FBXL15,0.149999999999999994,False,False,True
FBXL16,0.149999999999999994,False,False,True
FBXL18,0.149999999999999994,False,False,True
FBXL5,0.149999999999999994,False,False,True
FBXL6,0.149999999999999994,False,False,True
FBXL7,0.0749999999999999972,False,False,True
FBXO11,0.349999999999999978,False,False,True
FBXO18,0.149999999999999994,False,False,True
FBXO21,0.149999999999999994,False,False,True
FBXO25,0.149999999999999994,False,False,True
FBXO28,0.0749999999999999972,False,False,True
FBXO3,0.0749999999999999972,False,False,True
FBXO31,0.149999999999999994,False,False,True
FBXO36,0.0749999999999999972,False,False,True
FBXO38,0.0749999999999999972,False,False,True
FBXO42,0.0749999999999999972,False,False,True
FBXO46,0.0749999999999999972,False,False,True
FBXO47,0.0749999999999999972,False,False,True
FBXO7,0.149999999999999994,False,False,True
FBXW12,0.0749999999999999972,False,False,True
FBXW2,0.149999999999999994,False,False,True
FBXW4,0.149999999999999994,False,False,True
FBXW5,0.0749999999999999972,False,False,True
FCAR,0.0749999999999999972,False,False,True
FCER1A,0.263900000000000023,True,False,True
FCF1,0.149999999999999994,False,False,True
FCGBP,0.149999999999999994,False,False,True
FCGR2B,0.423899999999999999,True,True,True
FCHO1,0.149999999999999994,False,False,True
FCHO2,0.200000000000000011,False,False,True
FCHSD2,0.0749999999999999972,False,False,True
FCMR,0,False,False,True
FCRL2,0.149999999999999994,False,False,True
FCRL3,0.149999999999999994,False,False,True
FCRL4,0.174999999999999989,False,True,True
FCRLA,0.149999999999999994,False,False,True
FDFT1,0.225000000000000006,True,False,True
FDPS,0.414300000000000002,True,False,True
FDX1,0.28670000000000001,True,False,True
FECH,0.432199999999999973,True,False,True
FEM1B,0.149999999999999994,False,False,True
FER,0.425900000000000001,False,False,True
FER1L6,0.0749999999999999972,False,False,True
FERMT1,0.225000000000000006,False,False,True
FERMT2,0.149999999999999994,False,False,True
FERMT3,0.0749999999999999972,False,False,True
FES,0.25,False,False,True
FEV,0.38819999999999999,False,False,True
