Gene Symbol,Gene ID,Cytoband
DDX28,0,16q22.1
NFATC3,0,16q22.1
ESRP2,0,16q22.1
PLA2G15,0,16q22.1
SLC7A6,0,16q22.1
SLC7A6OS,0,16q22.1
PRMT7,0,16q22.1
SMPD3,0,16q22.1
ZFP90,0,16q22.1
CDH3,0,16q22.1
CDH1,0,16q22.1
TANGO6,0,16q22.1
HAS3,0,16q22.1
CHTF8,0,16q22.1
UTP4,0,16q22.1
SNTB2,0,16q22.1
AC026464.4,0,16q22.1
VPS4A,0,16q22.1
COG8,0,16q22.1
PDF,0,16q22.1
AC026464.6,0,16q22.1
AC026464.1,0,16q22.1
AC026464.3,0,16q22.1
NIP7,0,16q22.1
TMED6,0,16q22.1
TERF2,0,16q22.1
CYB5B,0,16q22.1
NFAT5,0,16q22.1
NQO1,0,16q22.1
NOB1,0,16q22.1
WWP2,0,16q22.1
PDPR,0,16q22.1
CLEC18A,0,16q22.1
CLEC18C,0,16q22.1
,0,16q22.1
,0,16q22.1
,0,16q22.1
EXOSC6,0,16q22.1
AARS1,0,16q22.1
DDX19B,0,16q22.1
DDX19A,0,16q22.1
AC012184.2,0,16q22.1
ST3GAL2,0,16q22.1
FCSK,0,16q22.1
COG4,0,16q22.1
SF3B3,0,16q22.1
IL34,0,16q22.1
MTSS2,0,16q22.1
VAC14,0,16q22.1
HYDIN,0,16q22.2
CMTR2,0,16q22.2
CALB2,0,16q22.2
ZNF23,0,16q22.2
AC010547.4,0,16q22.2
ZNF19,0,16q22.2
CHST4,0,16q22.2
TAT,0,16q22.2
MARVELD3,0,16q22.2
PHLPP2,0,16q22.2
AP1G1,0,16q22.2
IST1,0,16q22.2
ATXN1L,0,16q22.2
ZNF821,0,16q22.2
PKD1L3,0,16q22.2
DHODH,0,16q22.2
TXNL4B,0,16q22.2
HP,0,16q22.2
HPR,0,16q22.2
DHX38,0,16q22.2
PMFBP1,0,16q22.2
,0,16q22.2
ZFHX3,0,16q22.2
PSMD7,0,16q23.1
CLEC18B,0,16q23.1
NPIPB15,0,16q23.1
GLG1,0,16q23.1
RFWD3,0,16q23.1
MLKL,0,16q23.1
FA2H,0,16q23.1
WDR59,0,16q23.1
ZNRF1,0,16q23.1
LDHD,0,16q23.1
ZFP1,0,16q23.1
CTRB1,0,16q23.1
CTRB2,0,16q23.1
BCAR1,0,16q23.1
CFDP1,0,16q23.1
AC009163.4,0,16q23.1
TMEM170A,0,16q23.1
CHST6,0,16q23.1
CHST5,0,16q23.1
TMEM231,0,16q23.1
AC009163.2,0,16q23.1
GABARAPL2,0,16q23.1
ADAT1,0,16q23.1
KARS1,0,16q23.1
TERF2IP,0,16q23.1
CNTNAP4,0,16q23.1
AC104151.1,0,16q23.1
MON1B,0,16q23.1
SYCE1L,0,16q23.1
ADAMTS18,0,16q23.1
NUDT7,0,16q23.1
VAT1L,0,16q23.1
CLEC3A,0,16q23.1
WWOX,0,16q23.1
MAF,0,16q23.2
DYNLRB2,0,16q23.2
CDYL2,0,16q23.2
CMC2,0,16q23.2
CENPN,0,16q23.2
ATMIN,0,16q23.2
C16orf46,0,16q23.2
GCSH,0,16q23.2
BCO1,0,16q23.2
,0,16q23.2
GAN,0,16q23.2
CMIP,0,16q23.2
PLCG2,0,16q23.3
SDR42E1,0,16q23.3
HSD17B2,0,16q23.3
MPHOSPH6,0,16q23.3
CDH13,0,16q23.3
HSBP1,0,16q23.3
MLYCD,0,16q23.3
AC009119.2,0,16q23.3
OSGIN1,0,16q23.3
NECAB2,0,16q23.3
MBTPS1,0,16q23.3
SLC38A8,0,16q23.3
HSDL1,0,16q24.1
DNAAF1,0,16q24.1
ATP2C2,0,16q24.1
TAF1C,0,16q24.1
WFDC1,0,16q24.1
COTL1,0,16q24.1
USP10,0,16q24.1
CRISPLD2,0,16q24.1
KLHL36,0,16q24.1
MEAK7,0,16q24.1
ADAD2,0,16q24.1
KCNG4,0,16q24.1
ZDHHC7,0,16q24.1
KIAA0513,0,16q24.1
FAM92B,0,16q24.1
GSE1,0,16q24.1
GINS2,0,16q24.1
C16orf74,0,16q24.1
EMC8,0,16q24.1
COX4I1,0,16q24.1
IRF8,0,16q24.1
FOXF1,0,16q24.1
MTHFSD,0,16q24.1
FOXC2,0,16q24.1
FOXL1,0,16q24.1
C16orf95,0,16q24.2
AC010531.1,0,16q24.2
FBXO31,0,16q24.2
MAP1LC3B,0,16q24.2
ZCCHC14,0,16q24.2
JPH3,0,16q24.2
KLHDC4,0,16q24.2
SLC7A5,0,16q24.2
CA5A,0,16q24.2
BANP,0,16q24.2
ZNF469,0,16q24.2
ZFPM1,0,16q24.2
CYBA,0,16q24.2
PIEZO1,0,16q24.3
IL17C,0,16q24.2
CDH15,0,16q24.3
CBFA2T3,0,16q24.3
GALNS,0,16q24.3
ZC3H18,0,16q24.2
RNF166,0,16q24.2
MVD,0,16q24.2
CDT1,0,16q24.3
TRAPPC2L,0,16q24.3
ZNF778,0,16q24.3
CTU2,0,16q24.3
ACSF3,0,16q24.3
SNAI3,0,16q24.2
APRT,0,16q24.3
PABPN1L,0,16q24.3
SLC22A31,0,16q24.3
,0,16q24.2
,0,16q24.3
ANKRD11,0,16q24.3
DBNDD1,0,16q24.3
DPEP1,0,16q24.3
VPS9D1,0,16q24.3
PRDM7,0,16q24.3
CHMP1A,0,16q24.3
DEF8,0,16q24.3
TCF25,0,16q24.3
GAS8,0,16q24.3
SPATA2L,0,16q24.3
ZNF276,0,16q24.3
SPATA33,0,16q24.3
RPL13,0,16q24.3
CENPBD1,0,16q24.3
CPNE7,0,16q24.3
CDK10,0,16q24.3
FANCA,0,16q24.3
SPG7,0,16q24.3
AC092143.1,0,16q24.3
SPIRE2,0,16q24.3
MC1R,0,16q24.3
TUBB3,0,16q24.3
VPS53,0,17p13.3
ABR,0,17p13.3
NXN,0,17p13.3
TLCD3A,0,17p13.3
GLOD4,0,17p13.3
MRM3,0,17p13.3
TIMM22,0,17p13.3
GEMIN4,0,17p13.3
RPH3AL,0,17p13.3
RFLNB,0,17p13.3
C17orf97,0,17p13.3
SCGB1C2,0,17p13.3
DOC2B,0,17p13.3
,0,17p13.3
BHLHA9,0,17p13.3
TRARG1,0,17p13.3
YWHAE,0,17p13.3
CRK,0,17p13.3
MYO1C,0,17p13.3
INPP5K,0,17p13.3
PITPNA,0,17p13.3
SLC43A2,0,17p13.3
SCARF1,0,17p13.3
RILP,0,17p13.3
PRPF8,0,17p13.3
TLCD2,0,17p13.3
WDR81,0,17p13.3
SERPINF2,0,17p13.3
SERPINF1,0,17p13.3
SMYD4,0,17p13.3
RPA1,0,17p13.3
RTN4RL1,0,17p13.3
DPH1,0,17p13.3
OVCA2,0,17p13.3
SMG6,0,17p13.3
HIC1,0,17p13.3
SRR,0,17p13.3
TSR1,0,17p13.3
SGSM2,0,17p13.3
MNT,0,17p13.3
METTL16,0,17p13.3
PAFAH1B1,0,17p13.3
CLUH,0,17p13.3
RAP1GAP2,0,17p13.3
OR1D2,0,17p13.3
OR1D5,0,17p13.3
OR1G1,0,17p13.3
OR1A2,0,17p13.3
OR1A1,0,17p13.3
OR3A2,0,17p13.3
OR3A1,0,17p13.3
OR1E1,0,17p13.3
OR3A3,0,17p13.2
OR1E2,0,17p13.2
SPATA22,0,17p13.2
ASPA,0,17p13.2
TRPV3,0,17p13.2
TRPV1,0,17p13.2
AC027796.3,0,17p13.2
CTNS,0,17p13.2
SHPK,0,17p13.2
TAX1BP3,0,17p13.2
P2RX5-TAX1BP3,0,17p13.2
P2RX5,0,17p13.2
EMC6,0,17p13.2
ITGAE,0,17p13.2
HASPIN,0,17p13.2
NCBP3,0,17p13.2
CAMKK1,0,17p13.2
P2RX1,0,17p13.2
ATP2A3,0,17p13.2
ZZEF1,0,17p13.2
CYB5D2,0,17p13.2
ANKFY1,0,17p13.2
UBE2G1,0,17p13.2
SPNS3,0,17p13.2
SPNS2,0,17p13.2
MYBBP1A,0,17p13.2
GGT6,0,17p13.2
SMTNL2,0,17p13.2
ALOX15,0,17p13.2
PELP1,0,17p13.2
ARRB2,0,17p13.2
MED11,0,17p13.2
CXCL16,0,17p13.2
ZMYND15,0,17p13.2
TM4SF5,0,17p13.2
GLTPD2,0,17p13.2
VMO1,0,17p13.2
PLD2,0,17p13.2
PSMB6,0,17p13.2
MINK1,0,17p13.2
CHRNE,0,17p13.2
C17orf107,0,17p13.2
GP1BA,0,17p13.2
SLC25A11,0,17p13.2
RNF167,0,17p13.2
ENO3,0,17p13.2
PFN1,0,17p13.2
SPAG7,0,17p13.2
CAMTA2,0,17p13.2
INCA1,0,17p13.2
KIF1C,0,17p13.2
SLC52A1,0,17p13.2
ZFP3,0,17p13.2
USP6,0,17p13.2
ZNF232,0,17p13.2
ZNF594,0,17p13.2
SCIMP,0,17p13.2
RABEP1,0,17p13.2
NUP88,0,17p13.2
RPAIN,0,17p13.2
C1QBP,0,17p13.2
DHX33,0,17p13.2
DERL2,0,17p13.2
MIS12,0,17p13.2
NLRP1,0,17p13.2
WSCD1,0,17p13.2
AIPL1,0,17p13.2
PIMREG,0,17p13.2
PITPNM3,0,17p13.2
KIAA0753,0,17p13.1
MED31,0,17p13.1
TXNDC17,0,17p13.1
,0,17p13.1
SLC13A5,0,17p13.1
XAF1,0,17p13.1
FBXO39,0,17p13.1
TEKT1,0,17p13.1
ALOX12,0,17p13.1
RNASEK-C17orf49,0,17p13.1
RNASEK,0,17p13.1
C17orf49,0,17p13.1
BCL6B,0,17p13.1
SLC16A11,0,17p13.1
SLC16A13,0,17p13.1
CLEC10A,0,17p13.1
ASGR2,0,17p13.1
ASGR1,0,17p13.1
DLG4,0,17p13.1
ACADVL,0,17p13.1
DVL2,0,17p13.1
PHF23,0,17p13.1
GABARAP,0,17p13.1
AC120057.2,0,17p13.1
ELP5,0,17p13.1
CTDNEP1,0,17p13.1
AC003688.1,0,17p13.1
CLDN7,0,17p13.1
SLC2A4,0,17p13.1
YBX2,0,17p13.1
EIF5A,0,17p13.1
GPS2,0,17p13.1
AC026954.2,0,17p13.1
NEURL4,0,17p13.1
ACAP1,0,17p13.1
KCTD11,0,17p13.1
TMEM95,0,17p13.1
TNK1,0,17p13.1
PLSCR3,0,17p13.1
TMEM256-PLSCR3,0,17p13.1
NLGN2,0,17p13.1
TMEM256,0,17p13.1
SPEM1,0,17p13.1
SPEM2,0,17p13.1
FGF11,0,17p13.1
TMEM102,0,17p13.1
CHRNB1,0,17p13.1
ZBTB4,0,17p13.1
SLC35G6,0,17p13.1
POLR2A,0,17p13.1
TNFSF12,0,17p13.1
TNFSF12-TNFSF13,0,17p13.1
TNFSF13,0,17p13.1
SENP3,0,17p13.1
SENP3-EIF4A1,0,17p13.1
EIF4A1,0,17p13.1
CD68,0,17p13.1
SOX15,0,17p13.1
FXR2,0,17p13.1
MPDU1,0,17p13.1
SHBG,0,17p13.1
SAT2,0,17p13.1
ATP1B2,0,17p13.1
TP53,0,17p13.1
WRAP53,0,17p13.1
EFNB3,0,17p13.1
DNAH2,0,17p13.1
KDM6B,0,17p13.1
TMEM88,0,17p13.1
CYB5D1,0,17p13.1
NAA38,0,17p13.1
CHD3,0,17p13.1
KCNAB3,0,17p13.1
,0,17p13.1
AC104581.2,0,17p13.1
CNTROB,0,17p13.1
TRAPPC1,0,17p13.1
GUCY2D,0,17p13.1
ALOX15B,0,17p13.1
ALOX12B,0,17p13.1
ALOXE3,0,17p13.1
HES7,0,17p13.1
PER1,0,17p13.1
AC129492.4,0,17p13.1
VAMP2,0,17p13.1
TMEM107,0,17p13.1
BORCS6,0,17p13.1
AC129492.8,0,17p13.1
AURKB,0,17p13.1
CTC1,0,17p13.1
PFAS,0,17p13.1
SLC25A35,0,17p13.1
RANGRF,0,17p13.1
ARHGEF15,0,17p13.1
ODF4,0,17p13.1
RPL26,0,17p13.1
KRBA2,0,17p13.1
AC135178.2,0,17p13.1
RNF222,0,17p13.1
NDEL1,0,17p13.1
MYH10,0,17p13.1
CCDC42,0,17p13.1
SPDYE4,0,17p13.1
MFSD6L,0,17p13.1
PIK3R6,0,17p13.1
PIK3R5,0,17p13.1
NTN1,0,17p13.1
STX8,0,17p13.1
CFAP52,0,17p13.1
USP43,0,17p13.1
DHRS7C,0,17p13.1
GSG1L2,0,17p13.1
GLP2R,0,17p13.1
RCVRN,0,17p13.1
GAS7,0,17p13.1
MYH13,0,17p13.1
MYH8,0,17p13.1
MYH4,0,17p13.1
MYH1,0,17p13.1
MYH2,0,17p13.1
MYH3,0,17p13.1
SCO1,0,17p13.1
ADPRM,0,17p13.1
TMEM220,0,17p13.1
PIRT,0,17p12
SHISA6,0,17p12
DNAH9,0,17p12
ZNF18,0,17p12
MAP2K4,0,17p12
MYOCD,0,17p12
ARHGAP44,0,17p12
ELAC2,0,17p12
HS3ST3A1,0,17p12
COX10,0,17p12
PMP22,0,17p12
TEKT3,0,17p12
HS3ST3B1,0,17p12
TVP23C,0,17p12
TRIM16,0,17p12
CDRT15,0,17p12
CDRT4,0,17p12
CDRT1,0,17p12
AC005324.3,0,17p12
TVP23C-CDRT4,0,17p12
ZNF286A,0,17p12
TBC1D26,0,17p12
AC005324.4,0,17p12
ADORA2B,0,17p12
ZSWIM7,0,17p12
TTC19,0,17p12
NCOR1,0,17p12
PIGL,0,17p11.2
CENPV,0,17p11.2
UBB,0,17p11.2
TRPV2,0,17p11.2
LRRC75A,0,17p11.2
ZNF287,0,17p11.2
ZNF624,0,17p11.2
CCDC144A,0,17p11.2
AC098850.3,0,17p11.2
TNFRSF13B,0,17p11.2
MPRIP,0,17p11.2
PLD6,0,17p11.2
AC055811.2,0,17p11.2
FLCN,0,17p11.2
COPS3,0,17p11.2
NT5M,0,17p11.2
MED9,0,17p11.2
RASD1,0,17p11.2
PEMT,0,17p11.2
RAI1,0,17p11.2
SREBF1,0,17p11.2
TOM1L2,0,17p11.2
DRC3,0,17p11.2
ATPAF2,0,17p11.2
GID4,0,17p11.2
DRG2,0,17p11.2
MYO15A,0,17p11.2
ALKBH5,0,17p11.2
LLGL1,0,17p11.2
FLII,0,17p11.2
MIEF2,0,17p11.2
TOP3A,0,17p11.2
SMCR8,0,17p11.2
SHMT1,0,17p11.2
EVPLL,0,17p11.2
LGALS9C,0,17p11.2
TBC1D28,0,17p11.2
,0,17p11.2
ZNF286B,0,17p11.2
TRIM16L,0,17p11.2
FBXW10,0,17p11.2
TVP23B,0,17p11.2
PRPSAP2,0,17p11.2
SLC5A10,0,17p11.2
EPN2,0,17p11.2
GRAP,0,17p11.2
FAM83G,0,17p11.2
GRAPL,0,17p11.2
B9D1,0,17p11.2
MAPK7,0,17p11.2
MFAP4,0,17p11.2
RNF112,0,17p11.2
SLC47A1,0,17p11.2
ALDH3A2,0,17p11.2
SLC47A2,0,17p11.2
ALDH3A1,0,17p11.2
ULK2,0,17p11.2
AKAP10,0,17p11.2
SPECC1,0,17p11.2
LGALS9B,0,17p11.2
CDRT15L2,0,17p11.2
CCDC144NL,0,17p11.2
USP22,0,17p11.2
DHRS7B,0,17p11.2
TMEM11,0,17p11.2
NATD1,0,17p11.2
MAP2K3,0,17p11.2
KCNJ12,0,17p11.2
LINC02693,0,17p11.2
MTRNR2L1,0,17p11.2
KCNJ18,0,17p11.2
UBBP4,0,17p11.2
WSB1,0,17q11.1
KSR1,0,17q11.2
AC015688.4,0,17q11.2
LGALS9,0,17q11.2
NOS2,0,17q11.2
AC005697.1,0,17q11.2
LYRM9,0,17q11.2
NLK,0,17q11.2
TMEM97,0,17q11.2
IFT20,0,17q11.2
TNFAIP1,0,17q11.2
POLDIP2,0,17q11.2
TMEM199,0,17q11.2
SARM1,0,17q11.2
VTN,0,17q11.2
AC002094.3,0,17q11.2
SEBOX,0,17q11.2
SLC46A1,0,17q11.2
AC005726.1,0,17q11.2
SLC13A2,0,17q11.2
FOXN1,0,17q11.2
UNC119,0,17q11.2
PIGS,0,17q11.2
SPAG5,0,17q11.2
ALDOC,0,17q11.2
RSKR,0,17q11.2
KIAA0100,0,17q11.2
SDF2,0,17q11.2
SUPT6H,0,17q11.2
PROCA1,0,17q11.2
RAB34,0,17q11.2
RPL23A,0,17q11.2
TLCD1,0,17q11.2
NEK8,0,17q11.2
TRAF4,0,17q11.2
FAM222B,0,17q11.2
ERAL1,0,17q11.2
FLOT2,0,17q11.2
PHF12,0,17q11.2
DHRS13,0,17q11.2
PIPOX,0,17q11.2
SEZ6,0,17q11.2
MYO18A,0,17q11.2
TIAF1,0,17q11.2
CRYBA1,0,17q11.2
NUFIP2,0,17q11.2
TAOK1,0,17q11.2
ABHD15,0,17q11.2
GIT1,0,17q11.2
TP53I13,0,17q11.2
ANKRD13B,0,17q11.2
SSH2,0,17q11.2
CORO6,0,17q11.2
EFCAB5,0,17q11.2
NSRP1,0,17q11.2
SLC6A4,0,17q11.2
BLMH,0,17q11.2
TMIGD1,0,17q11.2
CPD,0,17q11.2
GOSR1,0,17q11.2
TBC1D29P,0,17q11.2
ATAD5,0,17q11.2
CRLF3,0,17q11.2
TEFM,0,17q11.2
ADAP2,0,17q11.2
RNF135,0,17q11.2
NF1,0,17q11.2
OMG,0,17q11.2
EVI2B,0,17q11.2
AC134669.1,0,17q11.2
EVI2A,0,17q11.2
RAB11FIP4,0,17q11.2
COPRS,0,17q11.2
UTP6,0,17q11.2
SUZ12,0,17q11.2
LRRC37B,0,17q11.2
RHOT1,0,17q11.2
RHBDL3,0,17q11.2
C17orf75,0,17q11.2
ZNF207,0,17q11.2
PSMD11,0,17q11.2
CDK5R1,0,17q11.2
MYO1D,0,17q11.2
TMEM98,0,17q11.2
SPACA3,0,17q11.2
ASIC2,0,17q11.2
CCL7,0,17q12
CCL2,0,17q12
CCL8,0,17q12
CCL1,0,17q12
CCL11,0,17q12
TMEM132E,0,17q12
CCL13,0,17q12
CCT6B,0,17q12
ZNF830,0,17q12
LIG3,0,17q12
RFFL,0,17q12
AC004223.3,0,17q12
RAD51D,0,17q12
FNDC8,0,17q12
NLE1,0,17q12
UNC45B,0,17q12
SLC35G3,0,17q12
SLFN5,0,17q12
SLFN13,0,17q12
SLFN12,0,17q12
SLFN11,0,17q12
SLFN12L,0,17q12
SLFN14,0,17q12
AP2B1,0,17q12
PEX12,0,17q12
TAF15,0,17q12
RASL10B,0,17q12
GAS2L2,0,17q12
MMP28,0,17q12
C17orf50,0,17q12
HEATR9,0,17q12
CCL5,0,17q12
RDM1,0,17q12
LYZL6,0,17q12
CCL16,0,17q12
CCL15-CCL14,0,17q12
CCL14,0,17q12
CCL15,0,17q12
CCL23,0,17q12
CCL18,0,17q12
TBC1D3G,0,17q12
ZNHIT3,0,17q12
TBC1D3H,0,17q12
TBC1D3B,0,17q12
TBC1D3I,0,17q12
CCL4,0,17q12
TBC1D3F,0,17q12
CCL4L2,0,17q12
CCL3L3,0,17q12
PIGW,0,17q12
CCL3,0,17q12
MYO19,0,17q12
GGNBP2,0,17q12
DHRS11,0,17q12
MRM1,0,17q12
LHX1,0,17q12
AATF,0,17q12
ACACA,0,17q12
C17orf78,0,17q12
TADA2A,0,17q12
DUSP14,0,17q12
SYNRG,0,17q12
DDX52,0,17q12
HNF1B,0,17q12
TBC1D3K,0,17q12
TBC1D3D,0,17q12
TBC1D3L,0,17q12
TBC1D3,0,17q12
TBC1D3C,0,17q12
TBC1D3E,0,17q12
MRPL45,0,17q12
GPR179,0,17q12
SOCS7,0,17q12
ARHGAP23,0,17q12
SRCIN1,0,17q12
EPOP,0,17q12
MLLT6,0,17q12
CISD3,0,17q12
AC006449.7,0,17q12
PCGF2,0,17q12
PSMB3,0,17q12
PIP4K2B,0,17q12
CWC25,0,17q12
C17orf98,0,17q12
RPL23,0,17q12
LASP1,0,17q12
FBXO47,0,17q12
PLXDC1,0,17q12
ARL5C,0,17q12
CACNB1,0,17q12
RPL19,0,17q12
STAC2,0,17q12
FBXL20,0,17q12
MED1,0,17q12
CDK12,0,17q12
NEUROD2,0,17q12
PPP1R1B,0,17q12
STARD3,0,17q12
TCAP,0,17q12
PNMT,0,17q12
PGAP3,0,17q12
ERBB2,0,17q12
MIEN1,0,17q12
GRB7,0,17q12
IKZF3,0,17q12
ZPBP2,0,17q21.1
GSDMB,0,17q21.1
ORMDL3,0,17q21.1
LRRC3C,0,17q21.1
GSDMA,0,17q21.1
PSMD3,0,17q21.1
CSF3,0,17q21.1
MED24,0,17q21.1
THRA,0,17q21.1
NR1D1,0,17q21.1
MSL1,0,17q21.1
CASC3,0,17q21.1
RAPGEFL1,0,17q21.1
WIPF2,0,17q21.2
CDC6,0,17q21.2
RARA,0,17q21.2
GJD3,0,17q21.2
TOP2A,0,17q21.2
IGFBP4,0,17q21.2
TNS4,0,17q21.2
CCR7,0,17q21.2
SMARCE1,0,17q21.2
AC073508.2,0,17q21.2
KRT222,0,17q21.2
KRT24,0,17q21.2
KRT25,0,17q21.2
KRT26,0,17q21.2
KRT27,0,17q21.2
KRT28,0,17q21.2
TMEM99,0,17q21.2
KRT10,0,17q21.2
KRT12,0,17q21.2
KRT20,0,17q21.2
KRT23,0,17q21.2
KRT39,0,17q21.2
KRT40,0,17q21.2
KRTAP3-3,0,17q21.2
KRTAP3-2,0,17q21.2
KRTAP3-1,0,17q21.2
KRTAP1-5,0,17q21.2
KRTAP1-4,0,17q21.2
KRTAP1-3,0,17q21.2
KRTAP1-1,0,17q21.2
KRTAP4-8,0,17q21.2
KRTAP4-11,0,17q21.2
KRTAP4-9,0,17q21.2
KRTAP2-3,0,17q21.2
KRTAP2-1,0,17q21.2
KRTAP2-4,0,17q21.2
KRTAP2-2,0,17q21.2
KRTAP4-7,0,17q21.2
KRTAP4-16,0,17q21.2
KRTAP4-12,0,17q21.2
KRTAP4-6,0,17q21.2
KRTAP4-5,0,17q21.2
KRTAP4-4,0,17q21.2
KRTAP4-3,0,17q21.2
KRTAP4-2,0,17q21.2
KRTAP4-1,0,17q21.2
KRTAP9-2,0,17q21.2
KRTAP9-1,0,17q21.2
KRTAP9-7,0,17q21.2
KRTAP9-8,0,17q21.2
KRTAP9-9,0,17q21.2
KRTAP9-3,0,17q21.2
KRTAP9-6,0,17q21.2
KRTAP9-4,0,17q21.2
KRTAP29-1,0,17q21.2
KRTAP16-1,0,17q21.2
KRTAP17-1,0,17q21.2
KRT33A,0,17q21.2
KRT33B,0,17q21.2
KRT34,0,17q21.2
KRT31,0,17q21.2
KRT37,0,17q21.2
KRT38,0,17q21.2
KRT32,0,17q21.2
KRT35,0,17q21.2
KRT36,0,17q21.2
KRT13,0,17q21.2
KRT19,0,17q21.2
KRT15,0,17q21.2
KRT9,0,17q21.2
KRT14,0,17q21.2
KRT16,0,17q21.2
KRT17,0,17q21.2
EIF1,0,17q21.2
GAST,0,17q21.2
HAP1,0,17q21.2
JUP,0,17q21.2
P3H4,0,17q21.2
FKBP10,0,17q21.2
NT5C3B,0,17q21.2
KLHL10,0,17q21.2
KLHL11,0,17q21.2
ACLY,0,17q21.2
TTC25,0,17q21.2
CNP,0,17q21.2
DNAJC7,0,17q21.2
NKIRAS2,0,17q21.2
ZNF385C,0,17q21.2
DHX58,0,17q21.2
KAT2A,0,17q21.2
HSPB9,0,17q21.2
AC099811.2,0,17q21.2
RAB5C,0,17q21.2
KCNH4,0,17q21.2
HCRT,0,17q21.2
GHDC,0,17q21.2
STAT5B,0,17q21.2
STAT5A,0,17q21.2
STAT3,0,17q21.2
CAVIN1,0,17q21.2
ATP6V0A1,0,17q21.2
NAGLU,0,17q21.2
COASY,0,17q21.2
HSD17B1,0,17q21.2
MLX,0,17q21.2
PSMC3IP,0,17q21.2
RETREG3,0,17q21.2
TUBG1,0,17q21.2
TUBG2,0,17q21.2
PLEKHH3,0,17q21.2
CNTNAP1,0,17q21.2
CCR10,0,17q21.2
EZH1,0,17q21.2
RAMP2,0,17q21.2
VPS25,0,17q21.2
WNK4,0,17q21.2
CNTD1,0,17q21.2
COA3,0,17q21.2
BECN1,0,17q21.31
PSME3,0,17q21.31
AOC2,0,17q21.31
AOC3,0,17q21.31
G6PC,0,17q21.31
PTGES3L-AARSD1,0,17q21.31
AARSD1,0,17q21.31
PTGES3L,0,17q21.31
RUNDC1,0,17q21.31
,0,17q21.31
RPL27,0,17q21.31
IFI35,0,17q21.31
VAT1,0,17q21.31
RND2,0,17q21.31
BRCA1,0,17q21.31
NBR1,0,17q21.31
ARL4D,0,17q21.31
TMEM106A,0,17q21.31
DHX8,0,17q21.31
ETV4,0,17q21.31
MEOX1,0,17q21.31
SOST,0,17q21.31
DUSP3,0,17q21.31
CFAP97D1,0,17q21.31
MPP3,0,17q21.31
CD300LG,0,17q21.31
MPP2,0,17q21.31
FAM215A,0,17q21.31
PPY,0,17q21.31
PYY,0,17q21.31
NAGS,0,17q21.31
TMEM101,0,17q21.31
LSM12,0,17q21.31
G6PC3,0,17q21.31
HDAC5,0,17q21.31
C17orf53,0,17q21.31
ASB16,0,17q21.31
TMUB2,0,17q21.31
ATXN7L3,0,17q21.31
UBTF,0,17q21.31
SLC4A1,0,17q21.31
RUNDC3A,0,17q21.31
SLC25A39,0,17q21.31
GRN,0,17q21.31
FAM171A2,0,17q21.31
ITGA2B,0,17q21.31
GPATCH8,0,17q21.31
FZD2,0,17q21.31
CCDC43,0,17q21.31
MEIOC,0,17q21.31
DBF4B,0,17q21.31
ADAM11,0,17q21.31
GJC1,0,17q21.31
HIGD1B,0,17q21.31
EFTUD2,0,17q21.31
CCDC103,0,17q21.31
FAM187A,0,17q21.31
GFAP,0,17q21.31
KIF18B,0,17q21.31
C1QL1,0,17q21.31
DCAKD,0,17q21.31
NMT1,0,17q21.31
PLCD3,0,17q21.31
ACBD4,0,17q21.31
HEXIM1,0,17q21.31
HEXIM2,0,17q21.31
FMNL1,0,17q21.31
SPATA32,0,17q21.31
MAP3K14,0,17q21.31
ARHGAP27,0,17q21.31
PLEKHM1,0,17q21.31
NSF,0,17q21.31
KANSL1,0,17q21.31
CRHR1,0,17q21.31
LRRC37A,0,17q21.31
SPPL2C,0,17q21.31
ARL17A,0,17q21.31
MAPT,0,17q21.31
ARL17B,0,17q21.31
LRRC37A2,0,17q21.31
STH,0,17q21.31
WNT3,0,17q21.31
WNT9B,0,17q21.32
GOSR2,0,17q21.32
AC005670.2,0,17q21.32
RPRML,0,17q21.32
CDC27,0,17q21.32
MYL4,0,17q21.32
ITGB3,0,17q21.32
AC068234.1,0,17q21.32
EFCAB13,0,17q21.32
NPEPPS,0,17q21.32
KPNB1,0,17q21.32
TBKBP1,0,17q21.32
TBX21,0,17q21.32
OSBPL7,0,17q21.32
MRPL10,0,17q21.32
LRRC46,0,17q21.32
SCRN2,0,17q21.32
SP6,0,17q21.32
SP2,0,17q21.32
PNPO,0,17q21.32
PRR15L,0,17q21.32
CDK5RAP3,0,17q21.32
COPZ2,0,17q21.32
NFE2L1,0,17q21.32
CBX1,0,17q21.32
SNX11,0,17q21.32
SKAP1,0,17q21.32
HOXB1,0,17q21.32
HOXB2,0,17q21.32
HOXB3,0,17q21.32
HOXB4,0,17q21.32
HOXB5,0,17q21.32
HOXB6,0,17q21.32
HOXB8,0,17q21.32
HOXB7,0,17q21.32
HOXB9,0,17q21.32
PRAC1,0,17q21.32
HOXB13,0,17q21.32
PRAC2,0,17q21.32
TTLL6,0,17q21.32
CALCOCO2,0,17q21.32
ATP5MC1,0,17q21.32
UBE2Z,0,17q21.32
SNF8,0,17q21.32
GIP,0,17q21.32
IGF2BP1,0,17q21.32
B4GALNT2,0,17q21.32
GNGT2,0,17q21.32
ABI3,0,17q21.32
PHOSPHO1,0,17q21.32
ZNF652,0,17q21.32
PHB,0,17q21.33
,0,17q21.33
NGFR,0,17q21.33
NXPH3,0,17q21.33
SPOP,0,17q21.33
SLC35B1,0,17q21.33
